Student_ID,Attendance_Rate,Missing_Assignments,GPA_Trend,Current_GPA,Previous_GPA,Assessment_Average,Study_Activity,At_Risk
ST0033,53.25257964926398,4,-1.0121151110528488,0.4956890173381754,1.5078041283910242,98.72093472730867,12.299266100944372,1
ST0034,97.44427686266667,5,-0.3358521898247573,1.9229231223705212,2.2587753121952785,75.05896636653996,46.56947257420528,1
ST0035,98.28160165372796,4,-0.9431878081337005,0.828330697732531,1.7715185058662315,46.92517650797515,12.825966683146703,1
ST0036,90.41986740582306,3,0.8766670417317859,3.5586504049857433,2.6819833632539574,79.13949143350295,43.38310825981585,0
ST0037,65.23068845866854,3,-0.25178929334015976,2.9410294280945948,3.1928187214347545,84.61978188593157,25.537657670226206,1
ST0038,54.883605700319194,1,-1.2197043994725023,2.4665588381226904,3.6862632375951927,62.907280919100344,32.69965539415348,1
ST0039,84.21165132560785,4,-0.04697129318362547,3.32607161954362,3.3730429127272457,91.00611940596059,88.98385358452771,0
ST0040,72.00762468698007,4,-1.2274854568157574,2.6189785326305057,3.846463989446263,44.797606474270566,49.24442985597019,1
ST0041,56.10191174223894,3,-1.1131880837405483,0.5215576422439236,1.634745725984472,53.12444293254454,34.641819226172096,1
ST0042,74.75884550556351,2,-0.7811705039153841,0.7492790846259695,1.5304495885413536,41.077003502959336,63.0404540155493,1
ST0043,51.71942605576092,5,1.0785831157424695,4.0,3.1533452845905314,48.70705963947789,22.78962638493241,1
ST0044,95.4660201039391,1,1.2738375969989155,3.497218622554531,2.2233810255556157,50.51737277422443,33.345244667877026,0
ST0045,62.93899908000085,7,0.9787731879962074,3.11252572826064,2.1337525402644326,94.64615740991115,59.16231708425997,1
ST0046,83.1261142176991,3,-0.4977683477464583,1.829449371488027,2.3272177192344854,40.07712976882515,31.377073766326195,1
ST0047,65.58555380447055,4,-0.682660676673505,1.4918294680574054,2.1744901447309104,62.781982812201115,71.12149636607859,1
ST0048,76.00340105889055,2,0.14746707237071766,2.926058088124686,2.7785910157539684,69.60591466974935,54.23421720335703,1
ST0049,77.33551396716399,0,0.6655594815993369,3.265930599659668,2.6003711180603313,93.41504849714045,79.47901632292218,0
ST0050,59.24272277627635,4,1.4801183644805245,4.0,2.7810713784416405,99.85025421297888,95.34200821502218,0
ST0051,98.47923138822793,3,-1.1052878643632214,2.076496164387869,3.1817840287510903,83.97022746978934,20.422440041266697,1
ST0052,88.75664116805572,4,-1.3521240029285866,1.1157022694992844,2.467826272427871,98.10141438698692,40.11985089860904,1
ST0053,96.97494707820945,3,0.583067666985813,2.711336884841205,2.128269217855392,86.1615736148318,38.759415659056586,0
ST0054,94.74136752138244,1,0.9966773505117166,2.91217869253358,1.9155013420218636,97.60817166314209,23.60646274035288,0
ST0055,79.89499894055426,0,1.0390463395992695,3.4127316384308335,2.373685298831564,80.97259718638958,82.92728236001237,0
ST0056,96.09371175115584,3,0.5353906472314822,3.8899068353469124,3.35451618811543,40.18462265431962,78.3890833634911,0
ST0057,54.424625102595975,2,1.362047412357561,4.0,3.391762275278674,61.12481215452397,53.59829237509591,0
ST0058,59.79914312095726,6,0.03301429063376071,3.200277757344286,3.1672634667105255,77.02882344716058,58.39937000151486,1
ST0059,52.2613644455269,2,1.2414443950086373,3.326514833275824,2.0850704382671865,57.79670311452631,15.358972420224664,1
ST0060,66.26651653816322,4,1.4034364109745692,4.0,2.970215614636744,52.76995467739561,59.9956617094341,1
ST0061,69.4338644844741,3,1.0414723710093234,3.9681965249514435,2.92672415394212,72.53095236365091,81.22073716176727,0
ST0062,63.567451588694794,7,-0.5707243102241382,2.1399411850501755,2.7106654952743137,95.67762198565828,61.64448162254715,1
ST0063,91.43687545759647,5,-0.9113530464891142,1.9635944194705466,2.8749474659596608,37.27382177854998,33.877573310837704,1
ST0064,67.83766633467947,4,0.14436019494545516,2.8738367765046253,2.72947658155917,85.00002823019345,70.07934451009035,1
ST0065,64.04672548436903,1,-0.14095574885943463,2.772685166325836,2.9136409151852707,81.97727307290077,42.53395869687229,1
ST0066,77.13480415791243,6,1.133275026578199,4.0,3.288764886552822,97.65697265023866,59.03859558571617,0
ST0067,57.04621124873813,1,-1.199904986798539,0.5741654992100604,1.7740704860085994,95.49622945161533,53.880882695103224,1
ST0068,90.10984903770199,2,-0.7267798160654442,2.6472845643071152,3.3740643803725594,84.54511653287253,44.305750086866205,1
ST0069,53.727532183988544,1,0.7553968335561256,2.5951122088751113,1.8397153753189854,68.82656970436892,74.69901823547215,1
ST0070,99.34434683002587,3,-1.2150400650680635,0.4515299309578733,1.6665699960259368,48.27739096017879,89.54885007872936,1
ST0071,88.61223846483287,2,-0.5377067579348994,3.4024924576187696,3.940199215553669,70.44032169116232,10.469126662923244,1
ST0072,59.93578407670862,1,-0.3385338178380506,3.553945604338053,3.8924794221761037,84.7478796047775,94.02548673073305,0
ST0073,50.27610585618012,0,0.36778138968806995,2.01887275203948,1.65109136235141,93.21849882146304,56.036362247490246,0
ST0074,90.77307142274171,1,-1.0256020628419062,1.5825315408454992,2.6081336036874054,86.33128059868568,73.06586923269387,0
ST0075,85.34286719238085,1,1.0818134710491285,3.0474258167985653,1.9656123457494368,47.692350787418505,87.00621095582895,0
ST0076,86.45035840204937,5,-0.15737329360117736,2.5559889492348677,2.713362242836045,73.97961042482386,52.039332308284294,1
ST0077,88.56351733429729,2,1.2510651356416695,4.0,3.5754431074989683,56.59127486953821,85.14766660284012,0
ST0078,53.70223258670452,6,-0.09639025909820509,3.7801391777590205,3.8765294368572256,35.5983683803918,25.9857837509682,1
ST0079,67.92328642721363,2,-0.6748792231777999,2.4107524104510434,3.0856316336288434,48.01436082626329,24.3250781031833,1
ST0080,55.79345297625649,5,-1.0745135139369753,1.3102506540925676,2.384764168029543,42.3593422456742,69.17242319705382,1
ST0081,93.15517129377967,2,-1.4887647158661457,1.5195491982453504,3.008313914111496,89.77674303006546,88.31287049965634,1
ST0082,81.1649063413779,1,0.09647245495450685,2.3764757202256326,2.2800032652711257,51.80290638960778,90.31835597824355,1
ST0083,66.54490124263246,1,-1.1785299092192298,2.596029192860921,3.774559102080151,53.50536797769111,67.93664125395219,1
ST0084,53.177917514301186,2,-0.3248167091064653,3.351184448658127,3.6760011577645924,97.39587716692748,57.29403071883857,1
ST0085,65.54911608578311,3,0.26781528371125995,3.1633946594104123,2.8955793756991524,59.640636998175395,39.82537789268646,1
ST0086,66.25916610133736,2,-0.6729423092918991,1.6390549791590021,2.3119972884509012,35.623066609385646,98.20003740393983,1
ST0087,86.4803089169032,1,-0.9743271229016542,1.2591470660557915,2.233474188957446,53.449999642498874,38.77261179996255,1
ST0088,81.87787356776066,5,0.8241648678280251,2.407709854590674,1.5835449867626488,42.75447273911781,76.97674965084339,1
ST0089,94.36063712881634,5,1.3403735168448616,4.0,3.5395521275632382,41.68255651283051,57.87836199145006,0
ST0090,73.61074625809746,2,-1.198678746414102,1.427279286183418,2.62595803259752,40.03667385882372,64.76611082728121,1
ST0091,55.97971229691508,1,-1.0332290268449764,1.2796032941556845,2.312832321000661,73.56186556139951,45.41324955297636,1
ST0092,85.66223936114974,3,1.380037971758156,4.0,2.6777758874943847,47.30760203594081,96.8340812925023,0
ST0093,88.03925243084487,0,-1.386647334563261,2.160197641573369,3.54684497613663,58.48078161266568,61.4514093489344,1
ST0094,78.06385987847482,2,1.4328970096514166,3.2444325289202194,1.811535519268803,91.03115154845109,94.4008867412911,0
ST0095,88.54835899772806,6,-1.4860665507450337,2.1580734198595346,3.6441399706045683,62.58197908675792,10.683227455652272,1
ST0096,74.68977981821953,7,1.121005966953994,4.0,3.743772087770885,94.51993775335644,61.540352487200884,1
ST0097,76.1366414690997,3,-0.5780244570367514,3.288745330547969,3.8667697875847207,67.36597347071441,74.54682007527443,1
ST0098,71.37705091792748,3,1.3157665745318896,3.809486555588459,2.4937199810565693,60.92437996458412,77.05721540459962,0
ST0099,51.27095633720476,3,-0.5491641340932436,1.4936868760009359,2.0428510100941795,83.77528026089561,91.44791936035132,1
ST0100,55.39457134966522,1,0.4629189646021681,2.8970210107689143,2.434102046166746,39.75638141992014,10.396144810340765,1
ST0101,51.57145928433671,3,-1.2599022907021902,1.072377949876318,2.332280240578508,40.81609489385713,10.02971433335288,1
ST0102,81.82052056318902,4,-0.773010565638783,1.1673742156183673,1.9403847812571502,77.37829140499244,52.503711471569375,1
ST0103,65.71779905381634,4,0.8210380394377523,3.8392047146914723,3.01816667525372,66.65114636055114,12.63643345048336,1
ST0104,75.42853455823514,1,0.08605756103645912,2.7776179623080317,2.6915604012715724,86.37699127074868,97.7079298296137,0
ST0105,95.37832369630465,3,1.2839071853611341,4.0,3.664252480810009,94.55760442732955,29.985865708725278,0
ST0106,62.464611457443745,0,-0.21374577497593705,1.3665281762292085,1.5802739512051456,60.24384704865059,52.53982564283602,1
ST0107,70.51914615178148,2,1.109437097441769,4.0,3.1096698188878156,73.76665172800202,15.502386701100125,0
ST0108,87.77755692715243,4,-0.15313368756528734,3.2542385087136156,3.407372196278903,67.54528080669513,56.98435745541327,1
ST0109,61.43990827458112,6,1.437744836105956,4.0,3.3987164229707676,98.80469261675813,44.19605126326677,1
ST0110,53.84899549143965,3,1.3795031441966303,4.0,3.7151849177388128,89.02048647817868,14.019402598950137,1
ST0111,64.4875726456884,2,-0.512589883331759,2.809994473741976,3.322584357073735,94.26295103802798,40.16118400266023,1
ST0112,58.06106436270022,4,1.1577710112504098,4.0,3.8195251541192405,51.53210569254427,45.229241820057005,1
ST0113,96.48488261712865,2,1.0428341226469477,3.3744756221991765,2.3316414995522288,85.21421750556863,99.0929342147446,0
ST0114,90.40601897822086,4,-0.8679588080173115,1.8900647338615464,2.758023541878858,52.25575962484718,28.70972847274379,1
ST0115,81.67018782552117,2,0.3728712023498091,1.9080703605570357,1.5351991582072266,48.568264672845345,59.03016538330897,1
ST0116,93.57302950938589,6,-1.2819530532305554,0.23544091502767261,1.517393968258228,96.3773003776108,98.85839942787658,1
ST0117,90.18360384495573,2,1.0101321617503851,3.110448712879185,2.1003165511288,36.25478708666133,81.28172871461216,0
ST0118,59.32850294430179,0,-0.9763623494895104,0.7756556433582027,1.752017992847713,97.75026573812292,99.403075079388,1
ST0119,94.62794992449889,5,-1.2875558958427065,0.8629725239966777,2.150528419839384,44.7020233042724,97.14684831941523,1
ST0120,76.96711209578254,3,-0.29934271338356644,1.6432655229374271,1.9426082363209936,88.26347531656242,54.05855878847389,1
ST0121,90.37200775820313,2,0.23076641579893042,1.802066477895551,1.5713000620966207,52.9349659494267,72.67382648835093,1
ST0122,94.80456499617466,5,1.0647508756793131,4.0,3.7732603660151236,57.795651282997284,19.9398814247036,1
ST0123,65.90017374859319,4,1.4227275765652094,2.943285405037438,1.5205578284722288,49.08925123592903,49.70339425421217,1
ST0124,55.50259622638384,4,-0.18152246229040903,3.1586828985523043,3.3402053608427136,73.05841276127018,82.81166880400276,1
ST0125,61.39675812709709,7,-1.3186592310441894,0.5617104862546021,1.8803697172987914,57.626210588011816,55.480178887942905,1
ST0126,71.35538943131282,2,0.7473467370776121,4.0,3.780574054999,77.73054756715311,73.24291295355087,0
ST0127,90.90073829612466,2,0.19551976867181242,3.927509617646527,3.7319898489747145,36.01707566623429,77.11761969858493,0
ST0128,93.03652916281717,5,-0.15632596546661048,2.978426900456533,3.1347528659231436,39.18436742847757,32.81222271186045,1
ST0129,50.34760652655954,4,-0.572193363623431,2.6083920108780823,3.180585374501513,41.477974927531164,88.81294356483089,1
ST0130,75.53736512887829,3,0.007195583530607008,1.5205434384548284,1.5133478549242214,62.23458954516502,51.38401878182611,1
ST0131,70.87055015743894,2,-0.4839611866289073,3.478217728655098,3.9621789152840052,87.96175122289844,28.916659325938937,1
ST0132,61.105390523536514,4,0.7710356032420806,4.0,3.694581508939536,92.73156417459487,87.88742936095994,0
ST0133,55.99326836668414,4,0.13168108947792323,3.8694466538031533,3.73776556432523,50.91269810395855,47.60369254956283,1
ST0134,66.8807585701814,5,1.1305433224623358,4.0,3.14811134262718,72.3340320755359,77.52811945417477,0
ST0135,97.14548519562595,1,0.13063174394832622,2.4925990655846677,2.3619673216363415,84.94372452501904,59.322976499943366,0
ST0136,66.16014660103777,2,-0.7852127599802099,2.9489088627459923,3.734121622726202,53.773912944774565,44.36845770110504,1
ST0137,75.9395310871683,1,1.0532756466964335,3.2820679670744144,2.228792320377981,61.58550288785776,82.88887735347124,0
ST0138,85.15094794475888,4,0.17165713479013167,3.078435993145639,2.906778858355507,69.0583231745714,62.60229384801517,1
ST0139,68.1814801189647,1,-0.8794768855693162,0.8698505452903897,1.749327430859706,43.7668650165231,45.150589218432856,1
ST0140,98.58910413604804,3,0.3705234298686664,4.0,3.8048890753318756,36.68884909217572,19.863808330161433,1
ST0141,98.12236474710556,1,-0.42684970517271736,1.425076439255316,1.8519261444280333,44.93237760568841,90.59007823900372,1
ST0142,62.58911479126821,2,1.0332168368761971,3.095458851202215,2.062242014326018,75.74548538147967,13.192262680749991,1
ST0143,74.86242529461927,5,-0.14010078406037163,2.7552346112601658,2.8953353953205374,39.78518699968931,87.68686135312505,1
ST0144,65.04391549083849,4,0.67932407432225,4.0,3.410232500532454,47.33026371525834,42.39653723948399,1
ST0145,64.24202471887338,3,-1.2133913770912885,1.8349868877494586,3.048378264840747,56.96050257019474,67.54048871512653,1
ST0146,51.84434736772664,3,-0.31192696109296136,1.768407820907429,2.0803347820003903,40.06155417991381,92.99797514521167,1
ST0147,80.47821669899484,5,1.449724309417196,2.952081915735922,1.5023576063187258,47.460452625506235,23.653595395350855,1
ST0148,75.13395116144308,3,0.9253808684314451,4.0,3.392876450768598,94.23253628392823,61.02554280749292,0
ST0149,52.57393756249947,2,-1.020177592899214,2.9428407218785204,3.9630183147777345,36.25444359475401,78.79895761331728,1
ST0150,63.93232321183057,1,-0.6667078515682348,2.8580749491969915,3.524782800765226,77.47307507133354,78.18254494471516,0
ST0151,95.41329429833269,2,-0.5105525734309168,2.1399639719606216,2.6505165453915382,59.98658050948702,57.30687231395536,1
ST0152,61.978094533348624,1,0.4510966814863371,4.0,3.7594181534977666,78.72216806310412,66.22655139158122,0
ST0153,57.24474360456115,2,0.7709842784689664,3.2956034612648413,2.524619182795875,73.26496182362129,78.177429471956,0
ST0154,74.47263801387815,1,0.7485798264237293,3.560915037032398,2.8123352106086688,49.52741903305188,85.69248739816706,0
ST0155,99.28252270553003,3,0.029622168919208436,2.7224465874084167,2.692824418489208,90.06861669227025,78.56317871882774,0
ST0156,62.10276357557502,3,0.9324616135144534,3.551521295178266,2.6190596816638125,66.97612486960819,41.86044488631184,0
ST0157,83.60677737029393,6,-0.18876575172757493,3.249211171507189,3.437976923234764,88.46484122937566,99.70537609519599,0
ST0158,88.08098076643589,5,-1.1283583041133143,1.688563964060416,2.8169222681737303,61.39081485223424,49.10524243473739,1
ST0159,61.881877199619986,6,0.19332552496143984,2.48511833002448,2.2917928050630403,99.00456100449054,12.201823248304008,1
ST0160,86.41081743059297,1,1.35690415380332,3.5022995729495157,2.1453954191461957,85.08180830258425,42.63552564269158,0
ST0161,68.38915663596266,2,0.8789809541775337,2.473349246596117,1.5943682924185834,97.78676333231728,21.500465911645893,1
ST0162,81.61529152967897,4,0.23610194307672705,3.194089847784342,2.9579879047076147,68.43122112914082,20.92983541555375,1
ST0163,81.67648553804473,2,0.4404169810472909,2.5153205195498765,2.0749035385025856,65.78992359889553,35.33815360962049,1
ST0164,76.78873420373793,1,1.2916860811067181,3.1620208861476757,1.8703348050409576,84.10449760614176,14.803794475953476,0
ST0165,54.51448850272041,4,-0.21497161669511855,2.9196032928740756,3.134574909569194,92.21893209587296,71.96609695686067,1
ST0166,91.7651247794619,4,-0.5058175831720879,2.697205561381784,3.203023144553872,97.66947673126127,16.658999578171457,0
ST0167,66.0390032485868,1,1.4317246950013471,4.0,3.380387230644165,56.09587389211248,28.296059989236056,0
ST0168,59.32592551999271,4,1.090329400531,3.849271641377479,2.758942240846479,86.91579729977153,18.360974304470744,1
ST0169,52.0387570777382,3,-0.5308692461441928,3.204267266865523,3.7351365130097163,48.69196384630989,15.685095781272796,1
ST0170,79.5446471594121,1,-0.10865820791723158,3.732198675578338,3.8408568834955696,70.46233253845395,34.09764989855875,0
ST0171,83.87821809211411,2,-0.2547656129766027,3.2636617365046208,3.5184273494812235,46.690129646597946,61.4709070894333,1
ST0172,50.829391446392805,1,-1.0527129639856982,2.0362707410347696,3.088983705020468,57.580828513772026,96.82170008021575,1
ST0173,75.60465291496405,2,1.3734579714397772,3.6327603554177488,2.2593023839779716,95.53829386841986,88.80009889146457,0
ST0174,61.3247887598969,2,-0.2870627063407236,3.670299597709829,3.957362304050553,44.4958954852506,88.83405329007923,1
ST0175,82.25863952047249,3,1.125987247913724,3.31132766589357,2.185340417979846,76.10605818378778,25.846033243389186,0
ST0176,58.718321450249576,4,-0.9319313169580048,1.0747109880180727,2.0066423049760775,73.54202774028121,33.84164741480381,1
ST0177,84.5468869051233,4,0.1436124319116594,2.748997716378116,2.6053852844664567,42.84799292608412,16.875398511577515,1
ST0178,69.33676731502686,0,-1.4281158446271904,0.21398558215378083,1.6421014267809713,56.18863784497279,80.06215059236665,1
ST0179,96.83649943683673,3,0.7926614515269259,4.0,3.9462361616794768,71.59379779349227,16.283467133700576,0
ST0180,56.87604720729966,0,0.242741694738835,3.213825585779897,2.971083891041062,47.166609584251866,60.10261037387679,0
ST0181,67.05331755251292,3,0.37676875040925806,3.2691489795696964,2.8923802291604384,87.040537666833,32.30880150915557,1
ST0182,55.67367606202946,1,-1.3448373523360395,1.7946533474132602,3.1394906997492997,98.19017311975874,31.910107062587027,1
ST0183,96.23468091392814,4,-0.8668850093741538,1.8756741100688625,2.7425591194430163,48.95936099756069,99.16525497228446,1
ST0184,93.86696766904905,5,-1.2770073829392596,0.3031514097970942,1.5801587927363538,47.149277711387434,78.11018262806837,1
ST0185,62.89708138575778,1,-0.6332570525885647,2.3975211695124274,3.030778222100992,64.5707796668339,85.32454224619451,1
ST0186,82.99920230170895,3,0.382317023046453,3.6727517154375295,3.2904346923910763,83.6047430141021,61.47844168096114,0
ST0187,90.8611100100608,3,0.19855795295212575,2.7404306045122584,2.5418726515601326,53.30403966529134,88.39128586543742,0
ST0188,77.76004057997312,3,0.3364494648401708,3.729688395018153,3.3932389301779824,36.29219406532323,68.09414852497176,1
ST0189,76.48252891780032,2,0.14775381413368294,2.2152570624797345,2.0675032483460516,70.1793408221381,95.15563343167108,1
ST0190,62.092614545022585,3,-0.6809136129724219,1.372277864693038,2.05319147766546,97.179036904875,35.320472744107306,1
ST0191,54.65513839029496,3,-0.7664775079667243,1.1370649612522106,1.9035424692189349,60.432995601451466,63.57875912046055,1
ST0192,94.86078789766634,4,-1.0888209493902563,1.3411659500826483,2.4299868994729046,62.30874602190153,72.11182131432028,1
ST0193,95.02090285816652,3,1.0472126247104763,4.0,3.6175300884727086,97.97861161241246,45.3643574525026,0
ST0194,81.65507286366339,1,0.3494380756237334,3.9192182309963943,3.5697801553726607,80.14949475573735,89.17371841636479,0
ST0195,66.95148955243504,2,-0.9404669624878207,1.5165935574209386,2.4570605199087594,81.74617498473813,98.1822846793739,1
ST0196,67.46047873063304,4,-0.9683718605362814,2.00442497941431,2.9727968399505915,71.5756303491194,54.43925422353954,1
ST0197,86.29778394351197,1,1.11910680457841,4.0,3.302040791187289,98.3495987061107,45.15765893239052,0
ST0198,94.85551299762886,4,0.7281925912899578,2.831209527860015,2.1030169365700573,79.77632148766114,52.47441357008128,0
ST0199,94.35432121325587,2,0.4781972397161143,2.398549954452982,1.9203527147368677,93.17712885433602,86.74630711587385,0
ST0200,88.99377729288119,1,-0.2794076773821006,3.650832305648677,3.9302399830307775,80.45962627265938,68.09215829663509,0
ST0201,82.10158230771438,5,-0.7140733071644474,2.329819975859599,3.043893283024046,82.78252861462573,14.029513526628556,1
ST0202,54.206998249752445,6,1.4383522893384715,4.0,3.95353930458416,53.87670993924603,58.79529194011433,1
ST0203,58.08143570473069,1,0.8917187250684004,3.236108692898973,2.3443899678305726,54.726115370898235,11.557011046687283,1
ST0204,94.92770942635397,7,-0.5946623305911706,2.662916919344158,3.2575792499353287,85.8940022224419,80.06818339030649,1
ST0205,80.3214529829795,4,1.0426943888354838,3.099203480188578,2.056509091353094,54.28590879604347,39.54810461882174,1
ST0206,50.45985258083148,3,0.7767958458440445,2.929796274028827,2.1530004281847823,71.58005460209955,52.480673390559645,1
ST0207,55.073577143301605,3,-0.6087583503660049,2.170996952808055,2.77975530317406,51.20790020893563,81.88102953168688,1
ST0208,83.1750884554028,0,-0.22034143727508093,2.0787038764950974,2.2990453137701783,88.10391975258952,14.18039355571854,0
ST0209,50.253079192310935,3,-0.94213966382692,0.9769142457745411,1.9190539096014612,42.18258782979985,24.26873820324494,1
ST0210,58.04040257087493,3,-1.166842666865672,0.9903590881076432,2.157201754973315,88.9140315845082,45.81643388006034,1
ST0211,77.4366894683293,1,0.6682860985190904,2.257657084683752,1.5893709861646617,74.17743703299412,30.69326471910045,1
ST0212,84.59475988463467,0,-0.6974644279384001,2.563594625755316,3.2610590536937165,47.14911976376003,40.411128319755676,1
ST0213,82.59806297513003,2,0.960178097238761,3.690469739953415,2.730291642714654,70.23230005789767,99.83572641032185,0
ST0214,61.21346547302799,4,1.4868261345432785,3.2224338005545925,1.735607666011314,53.36242439507713,84.28729938164297,1
ST0215,85.6089610673768,6,-1.2701405582110539,0.6590944246101742,1.929234982821228,56.02537675748228,89.55116334640977,1
ST0216,61.862454374840006,3,-0.08089462474889908,1.675441720532711,1.75633634528161,57.84932270379722,94.33491702091978,1
ST0217,66.26998490796339,3,0.906187677932409,3.9376696986221003,3.0314820206896913,39.11575105320086,40.68422922827761,1
ST0218,87.32457025590121,2,0.8668526896237005,2.6023785986549353,1.7355259090312345,99.08750948609213,36.73692620168254,0
ST0219,82.48164495236074,1,0.7799914749929053,4.0,3.38570583258804,37.04975082852957,31.06562433148674,0
ST0220,92.4611705247089,0,-0.45301519409426705,1.0982621042067109,1.551277298300978,78.0622967569781,84.71052201773104,0
ST0221,82.88064461501716,2,-0.1384402329448431,1.984999237044887,2.12343946998973,59.129797104232985,71.15966760566664,1
ST0222,78.41543016677358,6,0.2849050720244106,4.0,3.726666689729768,76.99066891153544,31.255478423458957,1
ST0223,54.683738391404624,6,1.4218217507197717,4.0,3.296328295305615,58.15613645069295,43.92944462894094,1
ST0224,68.38579015297168,3,-0.5173581871845213,1.165062645129698,1.6824208323142193,78.79379200682581,55.60405875395185,1
ST0225,63.26011838408627,3,1.269431663150573,4.0,3.5528152612129493,82.40030811544345,57.53260515463783,0
ST0226,62.19948216895418,2,-0.6919292454585176,2.0406585583919945,2.732587803850512,79.88592162597692,89.98549556965432,1
ST0227,98.65052773762227,5,1.4672233964211139,4.0,3.616957567922073,42.4075287882799,44.25095196524947,0
ST0228,69.65488623333802,3,0.5107910604827754,3.5126404966087588,3.0018494361259833,77.6980602525545,91.76716274504611,0
ST0229,94.60232775885567,2,-0.10946555892434717,3.0951170211578,3.204582580082147,53.19919071451633,49.72308042878107,0
ST0230,81.55693129986315,2,0.34017128419081466,4.0,3.9837539009892704,36.87208908700668,77.17354073131185,0
ST0231,89.74056517708243,2,-0.6824064928793796,1.3984323719306657,2.0808388648100453,61.96399367278201,93.72288879865505,1
ST0232,75.1318546552596,3,-0.6774784274656002,2.3823855094378708,3.059863936903471,63.18030168224706,91.68181335669398,1
ST0233,78.84519423131795,1,-1.1593363684695186,1.4914671066739773,2.650803475143496,65.36631866790903,15.125758056611305,1
ST0234,74.6258846909432,6,-1.1578491068838037,0.44078077542292493,1.5986298823067286,80.81357075039656,28.513386547891287,1
ST0235,59.76214938990223,4,-0.4569847755932659,1.0791918281638968,1.5361766037571627,55.07484759425984,52.92148829790476,1
ST0236,86.12260576307526,6,0.7885664336891152,2.586637878233762,1.7980714445446466,55.49323335175497,48.839886095779654,1
